,Battery,Battery_level,Battery_charge,Nuclear,NaturalGas_Conv,Curtailment,LoadLoss,WindTurbine
57,0.0,0.0,0.0,500.0,13.650743448664116,0.0,0,334.5612863627139
58,0.0,0.0,0.0,500.0,0.0,-210.56957871797727,0,507.81560518105584
59,0.0,0.0,0.0,500.0,0.0,-428.6565189702203,0,784.9037077312871
60,0.0,0.0,0.0,500.0,0.0,-22.081812358327625,0,396.59734372917364
61,0.0,0.0,0.0,500.0,0.0,-50.1620027428757,0,437.953569733455
62,0.0,0.0,0.0,500.0,233.3894400968959,0.0,0,181.7912690731158
63,0.0,0.0,0.0,500.0,236.1411569821296,0.0,0,190.33697992858885
64,0.0,0.0,0.0,500.0,0.0,-75.04589876931777,0,533.5625512367911
65,0.0,0.0,0.0,500.0,0.0,-51.92673185875162,0,488.4897891450332
66,0.0,0.0,0.0,500.0,0.0,-383.84902878342905,0,812.5443619219338
67,0.0,0.0,0.0,500.0,0.0,-32.33526139568244,0,486.4875398828824
68,0.0,0.0,0.0,500.0,410.0083759788412,0.0,0,56.23523272394225
69,0.0,0.0,0.0,500.0,0.0,-157.04676300369238,0,571.0237958766284
70,0.0,0.0,0.0,500.0,129.26004370073065,0.0,0,298.3761340479451
71,0.0,0.0,0.0,500.0,18.35893948358239,0.0,0,351.87986215124323
72,0.0,0.0,0.0,500.0,0.0,-33.61777799405809,0,410.26219669904594
73,0.0,0.0,0.0,500.0,130.66332966406685,0.0,0,210.91453608541138
74,0.0,0.0,0.0,500.0,0.0,-180.3499766661858,0,492.13546733467064
75,0.0,0.0,0.0,500.0,0.0,-115.43760357769821,0,417.42593220789564
76,0.0,0.0,0.0,500.0,0.0,-160.90570907979316,0,416.9529215566266
77,0.0,0.0,0.0,500.0,0.0,-177.80912726621187,0,444.94700292581996
78,0.0,0.0,0.0,500.0,0.0,-414.8331167905202,0,650.4255251426542
79,0.0,0.0,0.0,500.0,0.0,-113.26651570463042,0,351.2670988661675
80,0.0,0.0,0.0,500.0,0.0,-20.95836789967541,0,322.1965530937207
81,0.0,0.0,0.0,500.0,0.0,-170.57312094238125,0,469.2365317373426
82,0.0,0.0,0.0,500.0,0.0,-169.55978275517703,0,511.5144150637526
83,0.0,0.0,0.0,500.0,0.0,-85.01358951384282,0,434.51368247006644
84,0.0,0.0,0.0,500.0,0.0,-405.7998625888267,0,763.1437337378504
85,0.0,0.0,0.0,500.0,388.449284099687,0.0,0,62.04297251425492
86,0.0,0.0,0.0,500.0,345.5854360328126,0.0,0,97.83989873649331
87,0.0,0.0,0.0,500.0,289.36004278824714,0.0,0,148.89491643458268
88,0.0,0.0,0.0,500.0,412.81377211931533,0.0,0,35.003656110838435
89,0.0,0.0,0.0,500.0,368.2120339632763,0.0,0,116.68780957073551
90,0.0,0.0,0.0,500.0,0.0,-339.5011322381557,0,787.0894238896483
91,0.0,0.0,0.0,500.0,78.41647846485694,0.0,0,397.44086030245626
92,0.0,0.0,0.0,500.0,151.8317098403429,0.0,0,295.12414173305075
93,0.0,0.0,0.0,500.0,133.84644590236724,0.0,0,258.2515716666933
94,0.0,0.0,0.0,500.0,0.0,-148.97535874776963,0,558.5071375666753
95,0.0,0.0,0.0,500.0,0.0,-190.82443458148668,0,583.5329910142501
96,0.0,0.0,0.0,500.0,30.421393160445177,0.0,0,326.92042080915553
97,0.0,0.0,0.0,500.0,120.92567315602537,0.0,0,220.65435025242175
98,0.0,0.0,0.0,500.0,212.3302849879634,0.0,0,115.97194033310474
99,0.0,0.0,0.0,500.0,0.0,-254.41308544592357,0,530.5990326358192
100,0.0,0.0,0.0,500.0,0.0,-418.2451032805848,0,734.4740875880104
101,0.0,0.0,0.0,500.0,0.0,-472.672384329205,0,743.8375985056745
102,0.0,0.0,0.0,500.0,0.0,-107.29768220201697,0,391.96534787819826
103,0.0,0.0,0.0,500.0,0.0,-84.3962768814784,0,330.8190847415735
104,0.0,0.0,0.0,500.0,0.0,-72.70077680708204,0,381.12567966691535
105,0.0,0.0,0.0,500.0,0.0,-256.0719226616475,0,577.2563792784553
106,0.0,0.0,0.0,500.0,0.0,-9.302179531531806,0,327.86296690298013
107,0.0,0.0,0.0,500.0,0.0,-179.07713283533792,0,545.762169127178
108,0.0,0.0,0.0,500.0,139.74139741930605,0.0,0,248.4638758942816
109,0.0,0.0,0.0,500.0,0.0,-223.48127481632116,0,644.806615113724
110,0.0,0.0,0.0,500.0,360.97977037899545,0.0,0,76.00696268974824
111,0.0,0.0,0.0,500.0,119.15506788348216,0.0,0,310.77126826303527
112,0.0,0.0,0.0,500.0,0.0,-47.24376275218077,0,500.20955122021047
113,0.0,0.0,0.0,500.0,0.0,-177.0608010659937,0,602.425597721067
114,0.0,0.0,0.0,500.0,0.0,-116.07649553372619,0,572.8328075186387
115,0.0,0.0,0.0,500.0,98.40977378673074,0.0,0,340.79956382924115
116,0.0,0.0,0.0,500.0,0.0,-114.37122887313046,0,570.1481775715567
117,0.0,0.0,0.0,500.0,0.0,-5.93014988754453,0,448.6219792978284
118,0.0,0.0,0.0,500.0,137.54017637949528,0.0,0,270.0105865271012
119,0.0,0.0,0.0,500.0,114.45512873666007,0.0,0,222.0229964321406
120,0.0,0.0,0.0,500.0,0.0,-257.264006222352,0,613.8919774773555
121,0.0,0.0,0.0,500.0,256.94792446744157,0.0,0,45.68075667576154
122,0.0,0.0,0.0,500.0,0.0,-0.41200962549680753,0,311.5967124151365
123,0.0,0.0,0.0,500.0,0.0,-42.3857669773318,0,332.03997538353457
124,0.0,0.0,0.0,500.0,0.0,-24.438192886998422,0,279.6854095643763
125,0.0,0.0,0.0,500.0,0.0,-85.0070285530017,0,331.2148128901653
126,0.0,0.0,0.0,500.0,0.0,-355.581855187316,0,644.2326119653859
127,0.0,0.0,0.0,500.0,0.0,-216.06781197304826,0,537.0001590892584
128,0.0,0.0,0.0,500.0,51.98275908126982,0.0,0,242.020877794754
129,0.0,0.0,0.0,500.0,0.0,-411.28149309300943,0,731.1822687929001
130,0.0,0.0,0.0,500.0,0.0,-345.34897348693517,0,671.1800352391422
131,0.0,0.0,0.0,500.0,0.0,-54.70981849760386,0,410.2265318962505
132,0.0,0.0,0.0,500.0,0.0,-211.89455141820542,0,565.7911373777438
133,0.0,0.0,0.0,500.0,0.0,-157.90426468796568,0,568.3669223291135
134,0.0,0.0,0.0,500.0,0.0,-205.08512670751054,0,638.1037685875374
135,0.0,0.0,0.0,500.0,110.99096076223759,0.0,0,328.8153472429912
136,0.0,0.0,0.0,500.0,243.18732841779843,0.0,0,215.1691256125126
137,0.0,0.0,0.0,500.0,0.0,-20.05465041924697,0,474.19968150570594
138,0.0,0.0,0.0,500.0,242.54986930519317,0.0,0,241.57508322268708
139,0.0,0.0,0.0,500.0,0.0,-337.25905075811636,0,786.4352572558506
140,0.0,0.0,0.0,500.0,0.0,-163.01166132919786,0,604.5191985541616
141,0.0,0.0,0.0,500.0,302.3747859621501,0.0,0,133.42524823890827
142,0.0,0.0,0.0,500.0,0.0,-286.67257720157227,0,685.6155618642496
143,0.0,0.0,0.0,500.0,173.33480545251837,0.0,0,205.38224743507425
144,0.0,0.0,0.0,500.0,0.0,-137.48018160633313,0,449.67716275617664
145,0.0,0.0,0.0,500.0,266.46994708188777,0.0,0,52.391728871658174
146,0.0,160.35823313869412,-160.35823313869412,500.0,0.0,-500.0,0,1000.0
147,22.084269380438514,138.2739637582556,0.0,500.0,0.0,-500.0,0,773.2844648102176
148,138.2739637582556,0.0,0.0,500.0,0.0,-216.53648076013008,0,375.53894013382785
149,0.0,0.0,0.0,500.0,0.0,-396.0830343289099,0,677.6655281584586
150,0.0,0.0,0.0,500.0,66.1495810821292,0.0,0,246.1846427016284
151,0.0,0.0,0.0,500.0,0.0,-458.44802004284304,0,730.2224139014445
152,0.0,0.0,0.0,500.0,0.0,-67.59495190506368,0,352.98093054065373
153,0.0,0.0,0.0,500.0,67.83455617469667,0.0,0,264.5724761027512
154,0.0,0.0,0.0,500.0,53.062032269267775,0.0,0,304.5674677613966
155,0.0,0.0,0.0,500.0,136.9831274071322,0.0,0,236.41032985513394
156,0.0,0.0,0.0,500.0,63.117340980658355,0.0,0,334.6018575444172
157,0.0,0.0,0.0,500.0,0.0,-194.25146130635937,0,596.9963579785284
158,0.0,0.0,0.0,500.0,132.36593214225104,0.0,0,322.4293948090594
159,0.0,0.0,0.0,500.0,151.63125889545688,0.0,0,299.7971613499533
160,0.0,0.0,0.0,500.0,53.384170365867476,0.0,0,416.6283741374086
161,0.0,0.0,0.0,500.0,297.92656632781745,0.0,0,157.29687834062744
162,0.0,0.0,0.0,500.0,189.6112796172804,0.0,0,310.38872038271967
163,0.0,0.0,0.0,500.0,326.2116204475452,0.0,0,117.48476271474468
164,0.0,0.0,0.0,500.0,214.6194041258592,0.0,0,225.8785144580498
165,0.0,0.0,0.0,500.0,0.0,-72.92280652700117,0,470.0579618187942
166,0.0,0.0,0.0,500.0,86.73924392927029,0.0,0,293.16954573362887
167,0.0,0.0,0.0,500.0,177.90879814079733,0.0,0,192.04529140374942
